model,report,tp,fp,fn,hallucination
gpt-4-turbo-preview,86f92648fb2c036c34d07b6aaf901648,4,0,2,0
gpt-4-turbo-preview,86fa04d4aef9b0c1a8847451662b72bf,2,1,0,0
gpt-4-turbo-preview,8b31673f9a0b9dfa2ccad43efb246cf7,1,0,0,0
gpt-4-turbo-preview,8edbee3a12cd846359690652d13a5e85,4,0,0,0
gpt-4-turbo-preview,93e95d8e5e79a5b659ff447efa43685c,3,0,6,1
gpt-4-turbo-preview,95375fd76df2f6c9fd560092cbc785f9,2,0,1,0
gpt-4-turbo-preview,959c7f6cdd8aef04bd762897eaeea449,4,0,0,0
gpt-4-turbo-preview,96e760d7b38ed2a5fb44dd98894ee2f4,2,0,0,0
gpt-4-turbo-preview,9a167e7b5103bc33ae74b00a60facc87,3,0,0,0
gpt-4-turbo-preview,9a37463c268e6af72c22bb638afec99a,1,1,0,0
gpt-4-turbo-preview,9d433494c840afd7512ac957a7b1c207,3,2,0,0
gpt-4-turbo-preview,9d790cea3da4b6d0e0d67ad52d549975,3,0,0,0
gpt-4-turbo-preview,9f91076b326d1503397c2c57c46ec25f,1,2,4,0
gpt-4-turbo-preview,a00ceb76c489a24d84222e64f013bba5,3,1,1,0
gpt-4-turbo-preview,a01701477348f64a0176e136538f40cc,1,1,0,0
gpt-4-turbo-preview,a0a77ae839dbc09ef7b083daa01c6332,4,0,1,0
gpt-4-turbo-preview,a3a7123c42fe0e9eef7e2e15c758abe9,3,1,4,0
gpt-4-turbo-preview,a4c3833399c40c9b457e14ab4351cf52,1,1,0,0
gpt-4-turbo-preview,a5f8df76406620a742e7a20843e2bc32,1,0,0,0
gpt-4-turbo-preview,a89dd0e6ae84bd4deaaa4f657bb63a70,4,1,4,0
gpt-4-turbo-preview,a9c99959db95427ab84cebe719a44915,1,2,1,0
gpt-4-turbo-preview,ab040a35131ed53faadace2a65103178,4,0,1,1
gpt-4-turbo-preview,ab82466c29e023c1cc4923abd1ba750c,2,0,2,0
gpt-4-turbo-preview,ac5e4fa3db8e36ca75d0ef20bd82cedc,1,1,1,0
gpt-4-turbo-preview,acc2c265d475100cf2b96d26b5deeea7,3,0,0,0
gpt-4-turbo-preview,ace20715a216664d72011ba45b98aaca,5,0,0,0
gpt-4-turbo-preview,ad5d3f43b981d97a7aaf8a5548d2efd9,1,0,0,0
gpt-4-turbo-preview,b3c60a6dc4d39038a867adcd0a2439e0,2,0,0,0
gpt-4-turbo-preview,b57e385a840f16b5ec49bae6a58703e3,2,0,0,0
gpt-4-turbo-preview,b754b8339dbaa1d811c483c0ef61ce32,2,0,0,0
gpt-4-turbo-preview,b7e6a0dc9a3d6ce38627766a402cb7b4,3,1,0,0
gpt-4-turbo-preview,b8be64e04172be0ddbba8922c560a1a2,5,3,4,0
gpt-4-turbo-preview,be35fb5e498d82b6de8a0f4c1e8a3593,1,1,0,0
gpt-4-turbo-preview,be4ee024c3ae258420ec063d891fd262,1,1,2,0
gpt-4-turbo-preview,c10318723078a325c993adcdcfb8be68,3,0,0,0
gpt-4-turbo-preview,c22159f795b6bffc6ca0222ff7f7cd6f,1,1,2,0
gpt-4-turbo-preview,c27b838bcef33de34329f879e1d4da7e,1,1,1,1
gpt-4-turbo-preview,c5c8dd53f443979e59a022ad3fb56926,3,0,0,0
gpt-4-turbo-preview,c7e4824fcbec2ce03ea66ea466cc86c7,2,1,0,0
gpt-4-turbo-preview,c9650367eab214554ca9e598b7d20b98,1,3,1,0
gpt-4-turbo-preview,c9e66c2b2207a62806ad8cf2d1be644c,1,0,0,0
gpt-4-turbo-preview,cb03be6e94a2af87dfe9835af9a90176,2,1,2,0
gpt-4-turbo-preview,cbec08b347952def186c342967296b70,2,0,0,0
gpt-4-turbo-preview,cc5eec1d4ae185b987e2046cba6cdf40,1,0,0,0
gpt-4-turbo-preview,d0bd16a373b50f106b909c6c3e1aabb2,1,1,0,0
gpt-4-turbo-preview,d0cccd7d8549b0cdc8df43480c3ef29c,2,0,0,0
gpt-4-turbo-preview,d0db0b174137b9e26b82ed008b361a68,0,3,2,0
gpt-4-turbo-preview,d3202a726b25ee7ba1fe032e1b64f794,1,1,0,0
gpt-4-turbo-preview,d599102a35af34cd051539e30fa02af1,0,1,1,0
gpt-4-turbo-preview,d69c116a0a0c2526647f50eeb1793be0,3,1,5,0
gpt-4-turbo-preview,d80a855ce4b2414b2575112aa099de24,1,0,0,0
gpt-4-turbo-preview,d8252334c34c052abb9c4217d31535d3,3,1,3,0
gpt-4-turbo-preview,d8711243db6998385b7d1ecc55b250b2,3,2,5,0
gpt-4-turbo-preview,d948678d877f8ed1423c4239d1c4706e,1,1,0,0
gpt-4-turbo-preview,da4d4d4d7dd7260931c0854c047f4762,2,1,0,0
gpt-4-turbo-preview,db9a7609001ec92ed53b0d274fc0525f,1,0,0,0
gpt-4-turbo-preview,e180066b92ebcd82a3e6679adb50aa3f,2,0,0,0
gpt-4-turbo-preview,e1b3d9a851cb886f170463f43cc6864d,1,0,0,0
gpt-4-turbo-preview,e1d393f017f3d7e977c40e590b2b23ba,2,4,1,0
gpt-4-turbo-preview,e1e8ca988a67c456b716f188aa1e466c,1,1,0,0
gpt-4-turbo-preview,e52e607c1ccdafcf1cb3c01a77a9f2ea,2,0,0,0
gpt-4-turbo-preview,e6b530576fceb82eb71f02ab52ceff22,3,0,1,0
gpt-4-turbo-preview,e8ec6ba58b6cf2faf86f0f05d07299eb,1,0,0,0
gpt-4-turbo-preview,ee26f187e88e85918abd44d8ccf623a2,1,1,0,0
gpt-4-turbo-preview,ee40aca29a11450d1c8574d728767801,1,1,0,0
gpt-4-turbo-preview,eeff3ce47067938f6e6e533c1fcbd100,4,0,0,0
gpt-4-turbo-preview,f07935345b083bf8b8eefe8be3db5a6d,6,1,4,0
gpt-4-turbo-preview,f07e36e1c93e1c044d980e5a554321eb,2,0,0,0
gpt-4-turbo-preview,f18c22992bff49c3d95b900b9c07dd07,3,0,0,0
gpt-4-turbo-preview,f204602d89730d2551207c3b6691a071,7,1,2,0
gpt-4-turbo-preview,f2e1cdf99cee3394ecd972678098963e,2,0,1,0
gpt-4-turbo-preview,f304ee698326eef91341d1a70b0ff3df,0,0,2,1
gpt-4-turbo-preview,f477a7d32148f8453f8b7b56e52406ad,0,2,0,0
gpt-4-turbo-preview,f859fa314eb45db6231a8f03c8323be1,1,2,0,0
gpt-4-turbo-preview,fb6a60c666cee38ba9328b4b093c41b7,1,2,4,0
gpt-4-turbo-preview,fd4ca8263c63c2ca4b2d1dcf761a0bca,2,1,0,0
gpt-4,00e162e4080ed1f3a77cb1346d82909e,1,1,0,0
gpt-4,02dc59711b14c545c0e618fe042d47c2,4,2,0,0
gpt-4,042649424ea9fa0f58fce993cc94c2d9,5,3,1,0
gpt-4,0731e1f57655c445fe18469c61887c4d,3,1,0,0
gpt-4,08566eb78816561955e6f09c4dda6806,2,1,0,0
gpt-4,08f2252e212e8d364961df439442b00b,3,3,0,0
gpt-4,094bdd31faa1c56e3a3c56a94dba33a5,5,1,1,1
gpt-4,0c1774c0f1c3e9acf86d5f6b88a919a3,2,1,1,0
gpt-4,0c78ae9be59154a672970677dd78abe2,1,1,0,0
gpt-4,0cab33de67d78381c63aedfb4bb611e5,1,2,0,0
gpt-4,0cfbac932d3b062eb173b58bd4eb9579,4,0,0,0
gpt-4,0cfbfb9199430962ff0f910cd10e5508,3,2,0,0
gpt-4,0dba8abbfa0c009cae804856789bdc48,3,1,0,0
gpt-4,0dbcf8b83f3110e7739bbf0144e3d7b8,2,1,0,0
gpt-4,0e0a3a6365cf94bdfe1822c24d5d6c7f,1,1,0,0
gpt-4,0ea31920260efb948f757228059e37bf,1,1,0,0
gpt-4,0f7a64fd438c7e9f2b621d2baae66a15,3,1,0,0
gpt-4,10381b6612810b00fcab47b4852fad83,1,1,1,1
gpt-4,10f748978e62759f8bed31b70e318233,1,1,0,0
gpt-4,124c8c6ccde6f2c08a28390d5a2b3ee5,6,0,1,0
gpt-4,148fb644bd23b9ea8f2b68eee5e7778c,3,1,0,0
gpt-4,176d7659be98f0d9149d4fef75ec62a4,5,3,0,0
gpt-4,17b762f58b2c0080b5cd40fd25f67dcc,0,4,1,0
gpt-4,182ae24b6955bf3360cfa6e338b90b1b,0,2,0,0
gpt-4,18e09d3a3116134cd73a4830b5210e92,5,3,1,0
gpt-4,192949f55487696355e02cb868f14ac6,2,1,0,0
gpt-4,1a6316a4384f6274bcc93c9fc6bf0643,5,1,0,0
gpt-4,1ba459ad450c0041a8ed06fbba67425d,0,2,1,0
gpt-4,1e8016d0c437fd4cb874351e06d6f5f2,6,0,0,0
gpt-4,1f0ca08df8400283ef13fc6fa47ab5cf,5,3,1,0
gpt-4,1fb503d302643ab0912d8128207fd5c6,1,0,0,0
gpt-4,20b4a2a7745cfe9ad85da507b8021020,1,1,0,0
gpt-4,20b74e65265848143b745bd14cbb52b7,5,1,1,0
gpt-4,219dc10c9d8f9b280fba336c1bbaf319,1,1,0,0
gpt-4,24d6d85de869a4ca5f50703e650d71b4,1,1,0,0
gpt-4,252e17b5466a0ecec0e5b7cb8b486072,1,3,1,0
gpt-4,265bf36d3894b353286509a02152b447,7,4,0,0
gpt-4,26fe0c1d4515f774e596cf7d49aac778,4,2,4,0
gpt-4,2e1bc045ff8cf1bc05af9f08f5ea2bdf,2,3,0,0
gpt-4,30725da9c71b8c44da8fc32e758a8788,3,4,2,0
gpt-4,30c084a5597472114fdb6d163c7a43cc,1,1,0,0
gpt-4,313f39596011cd82b4bc8b6c7c09c200,2,1,0,0
gpt-4,3283f1955aecf34ce483402bab0bc8f3,2,0,0,0
gpt-4,3449bbd44589d03e114c79e44c3caf10,2,2,1,0
gpt-4,3496f83b4a0463b81f4bb22ba320c105,0,4,3,0
gpt-4,3558051bc95215c7ab3ee8d505311d6b,1,3,0,0
gpt-4,3678a5986e3759df9624e5da355437c1,1,1,0,1
gpt-4,37e69dc404cfbaa874e03475ee3b3a47,1,2,0,0
gpt-4,3aca3392430c5a52b1cd4ee057c0d20e,2,2,0,0
gpt-4,3bc692983fb9dfe7c8514464a7472aae,5,3,2,0
gpt-4,3cd65ffc1c1930eccb6f36163658fc50,3,3,2,1
gpt-4,3d3bd40d290e565ab759eb7eca4b7fa9,0,2,0,0
gpt-4,3d77e3fda85ab124d636a3bcb213370b,4,1,1,0
gpt-4,3f54ed21194bd3f1293f8a756d7139a9,3,3,0,0
gpt-4,3fe68513b5da5e0b670fe1ed6099f7f3,0,2,0,0
gpt-4,4057d86149f5274d34d9d024b66908a3,2,1,0,0
gpt-4,4061a608850e943ac2fc877386c7307b,4,1,0,0
gpt-4,40649a37b0e7219880a2e5d0f0e6d293,0,2,0,0
gpt-4,40c86d235b55ac7c98f52f301c362ef3,6,1,1,0
gpt-4,4149f8c4177d6b819901bc4d0f3efe26,3,2,1,0
gpt-4,45e13b5c3f9830e2642336368ce0da40,1,1,0,0
gpt-4,463239e90b1bc15195a561b3a20435e0,1,1,0,0
gpt-4,4b24cfa50871ac9c9f4f3c4a846f7000,0,2,0,0
gpt-4,4b83ca4c7db28e3774503e78105e9308,1,1,0,0
gpt-4,4ce0b76b2c9c628fad663cddff60c0e1,1,1,0,0
gpt-4,4d986a5532ef4dbec4c7f912cd79b9b1,6,2,0,0
gpt-4,4e071d6bc7e61c40b053103996412a6f,4,4,10,0
gpt-4,509c5f580de7f5004b059769f7f771bc,5,3,2,0
gpt-4,51418386548499c34c3770a63646d2ee,3,1,1,1
gpt-4,51b94dea390fc941ff88d3b63daa40f1,1,1,0,0
gpt-4,52a2ef68bac147bff8c73ecae305532e,0,2,1,0
gpt-4,538089fc6a72431f067f63f5815e3def,1,1,1,1
gpt-4,56d76a209e198d6392ba9e217fec4565,3,1,0,0
gpt-4,5701a7168ef45b53332d95614e83c145,1,3,1,1
gpt-4,57b9b62141aaf831c70d9ea05cda0ded,1,1,0,0
gpt-4,5900c99e4cfcce2c13e117b9410f3ac5,3,2,0,1
gpt-4,5a4c39e64227f97be3d8700ea70c4123,4,1,0,0
gpt-4,5bd5d077260331e63c79aea56a184c65,0,2,0,0
gpt-4,5c40592d10693d014ba40fa027c48549,2,1,0,0
gpt-4,5c49080837539fba8a414269cde062ed,0,4,0,0
gpt-4,5ca502eccf7d494d8351d24d6413d5aa,1,2,0,0
gpt-4,5dddd6b76f78f622f93a3a085b33dadf,7,2,1,0
gpt-4,5f302dc623edfc9fa10d6173d8b4edbc,3,3,1,1
gpt-4,5fa54321a20df21622d6425d76ef52da,2,1,0,0
gpt-4,62ee043c37adb8c5994db0f66fe8c021,2,1,0,0
gpt-4,635dee915ef204c2a8e15c23b4ee7014,3,1,0,0
gpt-4,6416357ad615afb626d9125b266b6191,4,1,2,1
gpt-4,65bd8c6dabf89a7195caf98a52bbcc62,1,3,1,1
gpt-4,69a1c3941ea1914b33e4c06b84155269,4,2,3,0
gpt-4,6bfabb6c8af69c046e0a5c47e5c999a4,3,2,0,0
gpt-4,6c7ab5eeeaed79c47d2da2e29a498730,4,1,1,0
gpt-4,6eabf1247c239daff5d1239659bef3af,3,1,0,0
gpt-4,6f581a20e80004ea206052fd7521853b,3,2,0,0
gpt-4,70115504b7788ef92abd1d07f1d5d84d,9,2,2,1
gpt-4,702f33303f9b7313d1b2bf18a9f1b574,6,1,1,1
gpt-4,731669ac8c46ad32a97288dfb287572f,2,4,0,0
gpt-4,746a239d2fc3cac340243be4a280a2cc,1,0,1,1
gpt-4,7470a94f76d80d541401a03038d6fac2,3,3,0,0
gpt-4,756f11b84e86227ce1e9d69b76d46c0a,1,1,0,0
gpt-4,76146b003339fbcebf7a6e84f5da6246,4,2,0,0
gpt-4,761dcd73b55644d4dfaac2bf62bf72ce,1,2,0,0
gpt-4,77fe187e0812262a537111a2109481e5,0,2,0,0
gpt-4,787be78308a78803e72a0bbcdc9c7ce8,1,3,0,0
gpt-4,7af55365e3e6d576a2a04eb2997ac347,3,1,0,0
gpt-4,7bd849ff639cd1a7bc804d7fca5f2fd7,2,1,0,0
gpt-4,7c7e13cd255330bb006ad5cf6314c20c,0,2,0,0
gpt-4,7d3878747315fc716470744b4a21c19a,1,1,0,0
gpt-4,7f4478ef81f9c974a623d51d40313ad6,6,2,1,0
gpt-4,7fd5ea7d8c9321d9d1bb10fafe82c5b5,1,2,0,0
gpt-4,80c989cfd051038ad626a12c405b4d94,3,1,1,0
gpt-4,80d6aed34539fb95c179e7e8e3615796,2,3,0,0
gpt-4,811339e5b387a442fe3572241af60755,1,5,2,1
gpt-4,825c1bc88f80e96307712e4348ffadc4,1,2,0,0
gpt-4,83bc2480883957dcf0dfba3583ece179,7,1,1,0
gpt-4,84da5bc278797e948c3f7cb76b5e4dfb,3,2,0,0
gpt-4,865ccfee7f2d6b1918f06fa6c4eb76fe,1,1,0,0
gpt-4,86f92648fb2c036c34d07b6aaf901648,6,1,0,0
gpt-4,86fa04d4aef9b0c1a8847451662b72bf,2,2,0,0
gpt-4,8b31673f9a0b9dfa2ccad43efb246cf7,1,1,0,0
gpt-4,8edbee3a12cd846359690652d13a5e85,4,2,0,0
gpt-4,8f7c7d04cbc45aeb6f0ec9dd69fd3be9,1,1,0,0
gpt-4,93e95d8e5e79a5b659ff447efa43685c,3,1,6,2
gpt-4,95375fd76df2f6c9fd560092cbc785f9,3,2,0,0
gpt-4,959c7f6cdd8aef04bd762897eaeea449,4,1,0,0
gpt-4,96e760d7b38ed2a5fb44dd98894ee2f4,2,1,0,0
gpt-4,9a167e7b5103bc33ae74b00a60facc87,3,1,0,0
gpt-4,9a37463c268e6af72c22bb638afec99a,1,2,0,0
gpt-4,9d433494c840afd7512ac957a7b1c207,3,2,0,0
gpt-4,9d790cea3da4b6d0e0d67ad52d549975,3,0,0,0
gpt-4,9f91076b326d1503397c2c57c46ec25f,2,5,3,0
gpt-4,a00ceb76c489a24d84222e64f013bba5,4,1,0,0
gpt-4,a01701477348f64a0176e136538f40cc,1,2,0,0
gpt-4,a0a77ae839dbc09ef7b083daa01c6332,4,1,1,0
gpt-4,a3a7123c42fe0e9eef7e2e15c758abe9,5,3,2,1
gpt-4,a4c3833399c40c9b457e14ab4351cf52,1,2,0,0
gpt-4,a5f8df76406620a742e7a20843e2bc32,1,1,0,0
gpt-4,a8356168a849f83bde7b6f20b5a4f842,0,3,1,0
gpt-4,a89dd0e6ae84bd4deaaa4f657bb63a70,6,1,2,0
gpt-4,a9c99959db95427ab84cebe719a44915,2,2,0,0
gpt-4,ab040a35131ed53faadace2a65103178,4,2,1,1
gpt-4,ab82466c29e023c1cc4923abd1ba750c,3,0,1,0
gpt-4,ac5e4fa3db8e36ca75d0ef20bd82cedc,1,2,1,0
gpt-4,acc2c265d475100cf2b96d26b5deeea7,3,0,0,0
gpt-4,ace20715a216664d72011ba45b98aaca,5,1,0,0
gpt-4,ad5d3f43b981d97a7aaf8a5548d2efd9,1,1,0,0
gpt-4,b3c60a6dc4d39038a867adcd0a2439e0,2,1,0,0
gpt-4,b57e385a840f16b5ec49bae6a58703e3,2,0,0,0
gpt-4,b754b8339dbaa1d811c483c0ef61ce32,2,1,0,0
gpt-4,b7e6a0dc9a3d6ce38627766a402cb7b4,2,2,1,1
gpt-4,b8be64e04172be0ddbba8922c560a1a2,6,4,3,0
gpt-4,bdd91af82fcec2bc49831709d458cfb1,0,2,0,0
gpt-4,be35fb5e498d82b6de8a0f4c1e8a3593,1,1,0,1
gpt-4,be4ee024c3ae258420ec063d891fd262,1,4,2,0
gpt-4,c10318723078a325c993adcdcfb8be68,3,1,0,0
gpt-4,c22159f795b6bffc6ca0222ff7f7cd6f,1,3,2,0
gpt-4,c27b838bcef33de34329f879e1d4da7e,1,3,1,1
gpt-4,c5c8dd53f443979e59a022ad3fb56926,3,2,0,0
gpt-4,c7e4824fcbec2ce03ea66ea466cc86c7,2,1,0,0
gpt-4,c9650367eab214554ca9e598b7d20b98,1,6,1,0
gpt-4,c9e66c2b2207a62806ad8cf2d1be644c,1,1,0,0
gpt-4,cb03be6e94a2af87dfe9835af9a90176,2,2,2,0
gpt-4,cbec08b347952def186c342967296b70,2,2,0,0
gpt-4,cc5eec1d4ae185b987e2046cba6cdf40,1,0,0,0
gpt-4,d0bd16a373b50f106b909c6c3e1aabb2,1,2,0,0
gpt-4,d0cccd7d8549b0cdc8df43480c3ef29c,2,2,0,0
gpt-4,d0db0b174137b9e26b82ed008b361a68,0,2,2,0
gpt-4,d3202a726b25ee7ba1fe032e1b64f794,1,1,0,0
gpt-4,d599102a35af34cd051539e30fa02af1,1,1,0,0
gpt-4,d69c116a0a0c2526647f50eeb1793be0,6,4,2,0
gpt-4,d80a855ce4b2414b2575112aa099de24,1,1,0,0
gpt-4,d8252334c34c052abb9c4217d31535d3,3,2,3,0
gpt-4,d8711243db6998385b7d1ecc55b250b2,2,4,6,0
gpt-4,d948678d877f8ed1423c4239d1c4706e,1,2,0,0
gpt-4,da4d4d4d7dd7260931c0854c047f4762,2,2,0,0
gpt-4,db9a7609001ec92ed53b0d274fc0525f,1,1,0,0
gpt-4,e0f03fdecc78d790264c774831fc98e5,0,2,0,0
gpt-4,e180066b92ebcd82a3e6679adb50aa3f,2,1,0,0
gpt-4,e1b3d9a851cb886f170463f43cc6864d,1,1,0,0
gpt-4,e1d393f017f3d7e977c40e590b2b23ba,3,5,0,0
gpt-4,e1e8ca988a67c456b716f188aa1e466c,1,2,0,0
gpt-4,e52e607c1ccdafcf1cb3c01a77a9f2ea,2,1,0,0
gpt-4,e6b530576fceb82eb71f02ab52ceff22,4,2,0,0
gpt-4,e8d91194ae0ed24cdc79cab773f8a7be,0,2,0,0
gpt-4,e8ec6ba58b6cf2faf86f0f05d07299eb,1,1,0,0
gpt-4,ee26f187e88e85918abd44d8ccf623a2,1,2,0,0
gpt-4,ee40aca29a11450d1c8574d728767801,0,2,1,0
gpt-4,eeff3ce47067938f6e6e533c1fcbd100,4,1,0,0
gpt-4,f07935345b083bf8b8eefe8be3db5a6d,5,4,5,0
gpt-4,f07e36e1c93e1c044d980e5a554321eb,2,1,0,0
gpt-4,f18c22992bff49c3d95b900b9c07dd07,3,0,0,0
gpt-4,f204602d89730d2551207c3b6691a071,8,2,1,0
gpt-4,f2e1cdf99cee3394ecd972678098963e,3,1,0,0
gpt-4,f304ee698326eef91341d1a70b0ff3df,0,2,2,1
gpt-4,f477a7d32148f8453f8b7b56e52406ad,0,2,0,0
gpt-4,f4aa3951edcbb5c6a7dcb35604c458fe,0,2,0,0
gpt-4,f859fa314eb45db6231a8f03c8323be1,1,3,0,0
gpt-4,fb6a60c666cee38ba9328b4b093c41b7,3,3,2,0
gpt-4,fd4ca8263c63c2ca4b2d1dcf761a0bca,1,2,1,1
